0 0 15.916 -O0 W gfortran
1 0 162.55 -O0 A gfortran
2 0 661.516 -O0 B gfortran
3 0 2697.75 -O0 C gfortran
0 1 4.916 -O1 W gfortran
1 1 50.314 -O1 A gfortran
2 1 205.468 -O1 B gfortran
3 1 685.06 -O1 C gfortran
0 2 4.728 -O2 W gfortran
1 2 46.424 -O2 A gfortran
2 2 150.84 -O2 B gfortran
3 2 623.13 -O2 C gfortran
0 3 3.948 -O3 W gfortran
1 3 41.866 -O3 A gfortran
2 3 187.338 -O3 B gfortran
3 3 692.73 -O3 C gfortran
