0 0 19.962 -O0 W ifort
1 0 212.27 -O0 A ifort
2 0 837.928 -O0 B ifort
3 0 3182.45 -O0 C ifort
0 1 4.918 -O1 W ifort
1 1 50.574 -O1 A ifort
2 1 165.904 -O1 B ifort
3 1 670.31 -O1 C ifort
0 2 4.174 -O2 W ifort
1 2 39.598 -O2 A ifort
2 2 162.564 -O2 B ifort
3 2 603.02 -O2 C ifort
0 3 4.212 -O3 W ifort
1 3 41.748 -O3 A ifort
2 3 148.114 -O3 B ifort
3 3 578.49 -O3 C ifort
