2 0 43.326 258710.473 2482.845 -O0 -fopenmp B 
3 0 108.68 498410.545 2879.9 -O0 -fopenmp C 
2 1 11.258 234694.8 2239.85 -O1 -fopenmp B 
3 1 33.76 487261.176 2546.376 -O1 -fopenmp C 
2 2 10.474 234291.067 2229.773 -O2 -fopenmp B 
3 2 32.48 485820.706 2519.671 -O2 -fopenmp C 
2 3 11.524 234954.933 2240.353 -O3 -fopenmp B 
3 3 34.67 488982.0 2553.75 -O3 -fopenmp C
