2 0 81.754 1680.341 2.499 1682.84 0.0 1682.84 -O0 -fopenmp B 
3 0 260.64 1874.945 1.139 1876.0839999999998 0.0 1876.084 -O0 -fopenmp C 
2 1 49.978 1213.43 3.454 1216.884 0.0 1216.885 -O1 -fopenmp B 
3 1 130.95 1798.684 2.589 1801.273 0.0 1801.274 -O1 -fopenmp C 
2 2 49.986 1266.888 3.492 1270.3799999999999 0.0 1270.38 -O2 -fopenmp B 
3 2 130.0 892.943 1.325 894.268 0.0 894.267 -O2 -fopenmp C 
2 3 51.244 1370.907 3.503 1374.4099999999999 0.0 1374.411 -O3 -fopenmp B 
3 3 127.48 1003.505 1.569 1005.074 0.0 1005.075 -O3 -fopenmp C
