0.0 16.956
2.0 168.576
4.0 691.32
6.0 2862.37
0.25 5.328
2.25 55.036
4.25 168.4
6.25 683.72
0.5 3.864
2.5 40.256
4.5 167.042
6.5 688.95
0.75 5.57
2.75 57.87
4.75 208.782
6.75 744.5
